Player Name,Team,Event,Price
Lauren Pearl,Minnesota (Big Ten),FX,4000.0
Lucy Stanhope,Nebraska (Big Ten),FX,4000.0
MaKayla Tucker,Michigan State (Big Ten),FX,4000.0
Maddie Jones,Arkansas (SEC),FX,4000.0
Maddison Reidenbach,Denver (Big 12),FX,4000.0
Madison Ulrich,Denver (Big 12),FX,4000.0
Mia Hampton,Southern Utah (WAC),FX,4000.0
Natalie Briones,Oregon State (Pac-12),FX,4000.0
Nikki Smith,Michigan State (Big Ten),FX,4000.0
Nyla Aquino,Georgia (SEC),FX,4000.0
Paige Thaxton,Michigan (Big Ten),FX,4000.0
Poppy-Grace Stickler,Utah (Big 12),FX,4000.0
Priscilla Park,Arkansas (SEC),FX,4000.0
Rylie Mundell,Denver (Big 12),FX,4000.0
Sage Thompson,Oregon State (Pac-12),FX,4000.0
Sarah Clark,Arizona State (Big 12),FX,4000.0
Seria Johnson,Minnesota (Big Ten),FX,4000.0
Shania Adams,Alabama (SEC),FX,4000.0
Sidney Fitzgerald,Georgia (SEC),FX,4000.0
Sienna Robinson,Stanford (ACC),FX,4000.0
Skylar Draser,Florida (SEC),FX,4000.0
Sophia Bell,Auburn (SEC),FX,4000.0
Sophia Esposito,Oregon State (Pac-12),FX,4000.0
Suki Pfister,Ball State (MAC),FX,4000.0
Sydney Gonzales,Oregon State (Pac-12),FX,4000.0
Taralyn Nguyen,Stanford (ACC),FX,4000.0
eMjae Frazier,California (ACC),FX,4000.0
Abby Mueller,Missouri (SEC),FX,3000.0
Abigayle Martin,Arizona (Big 12),FX,3000.0
Ady Wahl,Georgia (SEC),FX,3000.0
Aleah Finnegan,LSU (SEC),FX,3000.0
Alex Irvine,Auburn (SEC),FX,3000.0
Alexa Rothenbuescher,Maryland (Big Ten),FX,3000.0
Alyssa Guns,Kent State (MAC),FX,3000.0
Ava Piedrahita,Penn State (Big Ten),FX,3000.0
Brenna Neault,Stanford (ACC),FX,3000.0
Brooke Dennis,Alabama (SEC),FX,3000.0
Brynlee Andersen,BYU (Big 12),FX,3000.0
CJ Keuneke,California (ACC),FX,3000.0
Caitlin McWilliams,Washington (Big Ten),FX,3000.0
Claire Dean,Stanford (ACC),FX,3000.0
Deborah Silva,BYU (Big 12),FX,3000.0
Delaney Adrian,Rutgers (Big Ten),FX,3000.0
Delanie Harkness,Michigan State (Big Ten),FX,3000.0
Delaynee Rodriguez,Kentucky (SEC),FX,3000.0
Ella Tashjian,Yale (Ivy),FX,3000.0
Ella Zirbes,Utah (Big 12),FX,3000.0
Emily Mueller,Arizona (Big 12),FX,3000.0
Eryn Williams,Georgia (SEC),FX,3000.0
Hailey Klein,Arkansas (SEC),FX,3000.0
Isabella Magnelli,Kentucky (SEC),FX,3000.0
JJ Coleman,Ohio State (Big Ten),FX,3000.0
Jaye Mack,Illinois State (MIC),FX,3000.0
Jordyn Ewing,Pittsburgh (ACC),FX,3000.0
Julia Knower,North Carolina (ACC),FX,3000.0
Kaitlyn Ewald,Arkansas (SEC),FX,3000.0
Kaitlyn Grimes,Ohio State (Big Ten),FX,3000.0
Kalyxta Gamiao,Arkansas (SEC),FX,3000.0
Karina Munoz,Iowa (Big Ten),FX,3000.0
Katelyn Jong,Auburn (SEC),FX,3000.0
Kendall Whitman,George Washington (Atlantic 10 Conference),FX,3000.0
Kimberly Smith,Arizona State (Big 12),FX,3000.0
Kylee Kvamme,Alabama (SEC),FX,3000.0
Lilia Purler,Arizona State (Big 12),FX,3000.0
Ly Bui,Florida (SEC),FX,3000.0
Marissa Jencks,Minnesota (Big Ten),FX,3000.0
McCauley Harrington,Minnesota (Big Ten),FX,3000.0
Megan Steensland,Minnesota (Big Ten),FX,3000.0
Morgan Price,Fisk (GCAC),FX,3000.0
Natalie Martin,Maryland (Big Ten),FX,3000.0
Noelle Adams,Iowa State (Big 12),FX,3000.0
Nya Kraus,Nebraska (Big Ten),FX,3000.0
Olivia Greaves,Auburn (SEC),FX,3000.0
Rayna Light,Missouri (SEC),FX,3000.0
Rebecca Wells,Clemson (ACC),FX,3000.0
Rhea Leblanc,Maryland (Big Ten),FX,3000.0
Riley Jenkins,UCLA (Big Ten),FX,3000.0
Sarah Zois,Auburn (SEC),FX,3000.0
Savannah Miller,Oregon State (Pac-12),FX,3000.0
Sidney Washington,Ohio State (Big Ten),FX,3000.0
Sierra Ballard,LSU (SEC),FX,3000.0
Sophia Diaz,Michigan (Big Ten),FX,3000.0
Taylor Clark,Florida (SEC),FX,3000.0
Taylor Gull,Southern Utah (WAC),FX,3000.0
Victoria Cluck,Stanford (ACC),FX,3000.0
Victoria Nguyen,Florida (SEC),FX,3000.0
Zoe Middleton,Ball State (MAC),FX,3000.0
Addilyn Glazier,BYU (Big 12),FX,2000.0
Addison Hewitt,Maryland (Big Ten),FX,2000.0
Allison Kaempfer,Penn State (Big Ten),FX,2000.0
Alysen Fears,Arizona (Big 12),FX,2000.0
Alyssa Fernandez,Southern Utah (WAC),FX,2000.0
Alyssa Orgen,Kentucky (SEC),FX,2000.0
Amy Doyle,Michigan State (Big Ten),FX,2000.0
Anna Flynn Cashion,Kentucky (SEC),FX,2000.0
Arielle Ward,Illinois (Big Ten),FX,2000.0
Aubrey Krohnfeldt,Arizona (Big 12),FX,2000.0
Audrey Sanger,Michigan (Big Ten),FX,2000.0
Ava Myers,NC State (ACC),FX,2000.0
Ayla Acevedo,Missouri (SEC),FX,2000.0
Bridget Kemp,Boise State (Mountain West Conference),FX,2000.0
Brinlee Christensen,Southern Utah (WAC),FX,2000.0
Brooke Gleichowski,Georgia (SEC),FX,2000.0
Cadence Goldberg,Kentucky (SEC),FX,2000.0
Chesney Bennett,Kentucky (SEC),FX,2000.0
Danika Nielsen,Clemson (ACC),FX,2000.0
Delaney Reeves,Boise State (Mountain West Conference),FX,2000.0
Eden King,Illinois (Big Ten),FX,2000.0
Elizabeth Larusso,Arizona (Big 12),FX,2000.0
Elle Beaufait,Michigan State (Big Ten),FX,2000.0
Ellie Monahan,Penn State (Big Ten),FX,2000.0
Emerson Smith,West Virginia (Big 12),FX,2000.0
Emily Pires,Washington (Big Ten),FX,2000.0
Emma Mason,Georgia (SEC),FX,2000.0
Emma Nipper,Southern Utah (WAC),FX,2000.0
Eve Jackson,Clemson (ACC),FX,2000.0
Guilianna Fiorillo,Oregon State (Pac-12),FX,2000.0
Halle Braaflat,Georgia (SEC),FX,2000.0
Hannah Hagle,Auburn (SEC),FX,2000.0
Jaedyn Rucker,Utah (Big 12),FX,2000.0
Jessica Reith,Washington (Big Ten),FX,2000.0
Jordan Valahovic,North Carolina (ACC),FX,2000.0
Julianne Huff,Auburn (SEC),FX,2000.0
Kaelyn Skeel,West Virginia (Big 12),FX,2000.0
Karleigh DiCello,West Virginia (Big 12),FX,2000.0
Karleigh Reutzel,Ohio State (Big Ten),FX,2000.0
Kelsey Slade,Oklahoma (SEC),FX,2000.0
Kendra Chang,Stanford (ACC),FX,2000.0
Kristina Shchennikova,Boise State (Mountain West Conference),FX,2000.0
Kyla Petrocci,NC State (ACC),FX,2000.0
Leah Gonsiorowski,Minnesota (Big Ten),FX,2000.0
Lilly Lippeatt,Clemson (ACC),FX,2000.0
Love Birt,Alabama (SEC),FX,2000.0
Maddie Johnston,Penn State (Big Ten),FX,2000.0
Madison Minner,Clemson (ACC),FX,2000.0
Maggie Murphy,Maryland (Big Ten),FX,2000.0
Marly Esteves,Illinois (Big Ten),FX,2000.0
Meika Lee,Pittsburgh (ACC),FX,2000.0
Mika Webster-Longin,UCLA (Big Ten),FX,2000.0
Mya Gordon,Illinois (Big Ten),FX,2000.0
Mya Wiley,California (ACC),FX,2000.0
Niya Randolph,Southern Utah (WAC),FX,2000.0
Olivia Ahern,Auburn (SEC),FX,2000.0
Peyton Davis,Michigan (Big Ten),FX,2000.0
Rayna Engelmayer,Maryland (Big Ten),FX,2000.0
Reagan Sams,Ohio State (Big Ten),FX,2000.0
Regan McBride,North Carolina (ACC),FX,2000.0
Reina Marchal,Oregon State (Pac-12),FX,2000.0
Ryan Fuller,Alabama (SEC),FX,2000.0
Sadie Jane Berry,Georgia (SEC),FX,2000.0
Samantha Schneider,Minnesota (Big Ten),FX,2000.0
Sasha Fujisaka,UCLA (Big Ten),FX,2000.0
Sophia Kaloudis,Oregon State (Pac-12),FX,2000.0
Sophia Rice,West Virginia (Big 12),FX,2000.0
Sophie Hampp,Denver (Big 12),FX,2000.0
Sophie Parenti,Michigan (Big Ten),FX,2000.0
TaeLyn Canty,North Carolina (ACC),FX,2000.0
Taeva Greenberg,BYU (Big 12),FX,2000.0
Taylor Rech,Maryland (Big Ten),FX,2000.0
Taylor Tuohy,West Virginia (Big 12),FX,2000.0
Teryn Crump,Minnesota (Big Ten),FX,2000.0
Thu Nguyen,Washington (Big Ten),FX,2000.0
Tiara Platkin,Arizona State (Big 12),FX,2000.0
Abbey Scanlon,California (ACC),FX,1000.0
Aberdeen O'Driscoll,Georgia (SEC),FX,1000.0
Abigail Bednar,Kentucky (SEC),FX,1000.0
Addison Lawrence,Missouri (SEC),FX,1000.0
Addisyn Hurley Snow,Oklahoma (SEC),FX,1000.0
Ainsley Greever,Arizona (Big 12),FX,1000.0
Alex Routsis,Southern Utah (WAC),FX,1000.0
Alex Theodorou,Arizona State (Big 12),FX,1000.0
Alexa Chuy,George Washington (Atlantic 10 Conference),FX,1000.0
Alexia Mouyenga,Washington (Big Ten),FX,1000.0
Alexis Czarrunchick,Georgia (SEC),FX,1000.0
Alexis Jeffrey,LSU (SEC),FX,1000.0
Alyona Shchennikova,LSU (SEC),FX,1000.0
Alyssa Arana,Florida (SEC),FX,1000.0
Alyssa Kramer,Penn State (Big Ten),FX,1000.0
Amanda Hargraves,Denver (Big 12),FX,1000.0
Amelia Rieder,Southern Utah (WAC),FX,1000.0
Amelia Rock,Arizona (Big 12),FX,1000.0
Amelie Morgan,Utah (Big 12),FX,1000.0
Amy Fukami,Michigan (Big Ten),FX,1000.0
Amy Wier,Missouri (SEC),FX,1000.0
Ana Padurariu,Utah (Big 12),FX,1000.0
Anahit Assadourian,Minnesota (Big Ten),FX,1000.0
Anapaula Gutierrez,Stanford (ACC),FX,1000.0
Anaya Smith,Georgia (SEC),FX,1000.0
Anna Hill,Auburn (SEC),FX,1000.0
Annalise Newman-Achee,California (ACC),FX,1000.0
Annie Beard,LSU (SEC),FX,1000.0
Anya Turner,Georgia (SEC),FX,1000.0
Ashley Carter,Stanford (ACC),FX,1000.0
Ashley Cowan,LSU (SEC),FX,1000.0
Ashley Gallen,Denver (Big 12),FX,1000.0
Ashley Maul,Penn State (Big Ten),FX,1000.0
Ashley Szymanski,Ball State (MAC),FX,1000.0
Ashlyn Doyle,Illinois (Big Ten),FX,1000.0
Ashton Meuret,Ohio State (Big Ten),FX,1000.0
Aspen Lenczner,Oklahoma (SEC),FX,1000.0
Asta Farrell,Michigan State (Big Ten),FX,1000.0
Aurélie Tran,Iowa (Big Ten),FX,1000.0
Ava Jordan,Michigan (Big Ten),FX,1000.0
Ava Mabanta,Denver (Big 12),FX,1000.0
Ava Siegfeldt,Oklahoma (SEC),FX,1000.0
Ava Sorrento,Stanford (ACC),FX,1000.0
Ava Stewart,Minnesota (Big Ten),FX,1000.0
Bella Ferraccio,Maryland (Big Ten),FX,1000.0
Bella Mabanta,Denver (Big 12),FX,1000.0
Bella O'Bryant,NC State (ACC),FX,1000.0
Bri Edwards,Florida (SEC),FX,1000.0
Brianna Taurek,California (ACC),FX,1000.0
Brinley Kitchen,Southern Utah (WAC),FX,1000.0
Bronwyn Hoffman,UCLA (Big Ten),FX,1000.0
Brooklyn Rowray,Minnesota (Big Ten),FX,1000.0
Bryce Wilson,LSU (SEC),FX,1000.0
Bryn Bartman,Auburn (SEC),FX,1000.0
Cadence Gormley,Kentucky (SEC),FX,1000.0
Cady Duplissis,Michigan State (Big Ten),FX,1000.0
Caitlin Smith,Oklahoma (SEC),FX,1000.0
Cally Swaney,Arkansas (SEC),FX,1000.0
Cameron Smith,Ohio State (Big Ten),FX,1000.0
Cami Weaver,Arkansas (SEC),FX,1000.0
Caralia Martinez,Southern Utah (WAC),FX,1000.0
Carissa Clay,UCLA (Big Ten),FX,1000.0
Carley Beeman,Oregon State (Pac-12),FX,1000.0
Carly Busch,Kentucky (SEC),FX,1000.0
Caroline Leonard,Auburn (SEC),FX,1000.0
Caroline Lichtman,Arizona State (Big 12),FX,1000.0
Caroline Volk,NC State (ACC),FX,1000.0
Casey Brown,California (ACC),FX,1000.0
Cassi Barbanente,Penn State (Big Ten),FX,1000.0
Cassie Lee,Iowa (Big Ten),FX,1000.0
Cecily Rizo,Kentucky (SEC),FX,1000.0
Chandler Buntin,Arkansas (SEC),FX,1000.0
Chase Brock,LSU (SEC),FX,1000.0
Chavala Shepard,Arizona State (Big 12),FX,1000.0
Chelsea Hallinan,Washington (Big Ten),FX,1000.0
Chiara Andrew,BYU (Big 12),FX,1000.0
Chloe Seaga,Arizona State (Big 12),FX,1000.0
Ciena Alipio,UCLA (Big Ten),FX,1000.0
Claire Stippich,North Carolina (ACC),FX,1000.0
Clara Raposo,Utah (Big 12),FX,1000.0
Clara Wren,UCLA (Big Ten),FX,1000.0
Corinne Bunagan,Alabama (SEC),FX,1000.0
Courtney McCann,Ohio State (Big Ten),FX,1000.0
Courtney Woods,Missouri (SEC),FX,1000.0
Daisy Stephenson,BYU (Big 12),FX,1000.0
Dakota Essenpries,Arkansas (SEC),FX,1000.0
Danielle Latronica,Penn State (Big Ten),FX,1000.0
Danielle Sievers,Oklahoma (SEC),FX,1000.0
Deiah Moody,Washington (Big Ten),FX,1000.0
Eden Webster,West Virginia (Big 12),FX,1000.0
Elina Vihrova,Penn State (Big Ten),FX,1000.0
Elizabeth Blessey,Oklahoma (SEC),FX,1000.0
Elizabeth Gantner,Utah (Big 12),FX,1000.0
Elizabeth Leary,Penn State (Big Ten),FX,1000.0
Ellie Thomson,Southern Utah (WAC),FX,1000.0
Elliot Bringhurst,Southern Utah (WAC),FX,1000.0
Emily Countryman,Southern Utah (WAC),FX,1000.0
Emily Lopez,Boise State (Mountain West Conference),FX,1000.0
Emily Plone,Southern Utah (WAC),FX,1000.0
Emma Grace Boyd,Auburn (SEC),FX,1000.0
Emma Misenheimer,Michigan State (Big Ten),FX,1000.0
Emma Schrady,Washington (Big Ten),FX,1000.0
Farah Lipetz,Michigan (Big Ten),FX,1000.0
Faye Rodio,Alabama (SEC),FX,1000.0
Francesca Caso,Oregon State (Pac-12),FX,1000.0
Frida Esparza,UCLA (Big Ten),FX,1000.0
Gabbie Gallentine,Penn State (Big Ten),FX,1000.0
Gabby Disidore,Florida (SEC),FX,1000.0
Gabby Ladanyi,Alabama (SEC),FX,1000.0
Gabi Ortiz,Michigan State (Big Ten),FX,1000.0
Genevieve Lebster,Michigan State (Big Ten),FX,1000.0
Giana Kalefe,Michigan State (Big Ten),FX,1000.0
Gianna Lenczner,Arizona (Big 12),FX,1000.0
Gianna Ruffing,Maryland (Big Ten),FX,1000.0
Grace Anne Davis,Missouri (SEC),FX,1000.0
Grace Drexler,Arkansas (SEC),FX,1000.0
Grace Lacrosse,Clemson (ACC),FX,1000.0
Grace Walker,Ohio State (Big Ten),FX,1000.0
Gracie Long,BYU (Big 12),FX,1000.0
Hailey Merchant,Maryland (Big Ten),FX,1000.0
Haleigh Gibble,Penn State (Big Ten),FX,1000.0
Hallie Copperwheat,Pitt (ACC),FX,1000.0
Hannah Clark,Clemson (ACC),FX,1000.0
Hannah Scheible,Oklahoma (SEC),FX,1000.0
Haylen Zabrowski,Michigan (Big Ten),FX,1000.0
Heather Parker,Georgia (SEC),FX,1000.0
Helen Hu,Missouri (SEC),FX,1000.0
Ilka Juk,Iowa (Big Ten),FX,1000.0
Isabella Kowan,Arizona State (Big 12),FX,1000.0
Isabella Minervini,Towson (CAA),FX,1000.0
Isabella Neff,Southern Utah (WAC),FX,1000.0
Isabella Rivelli,Kentucky (SEC),FX,1000.0
Isabella Trostel,Michigan State (Big Ten),FX,1000.0
Ja'Leigh Lang,Arkansas (SEC),FX,1000.0
JaFree Scott,Georgia (SEC),FX,1000.0
Jaime Dugan,Stanford (ACC),FX,1000.0
Jaime Pratt,Pittsburgh (ACC),FX,1000.0
Jayda Lewter,Minnesota (Big Ten),FX,1000.0
Jaydah Battle,Georgia (SEC),FX,1000.0
Jayden Silvers,California (ACC),FX,1000.0
Jenna Blair,Arizona State (Big 12),FX,1000.0
Jenna Olshefski,Minnesota (Big Ten),FX,1000.0
Jenna Timmons,Arizona State (Big 12),FX,1000.0
Jennifer McMillan,Oregon State (Pac-12),FX,1000.0
Jersie Woolsey,Auburn (SEC),FX,1000.0
Jessa Conedera,Missouri (SEC),FX,1000.0
Jessica Janicke,Arizona (Big 12),FX,1000.0
Jessica Johanson,Penn State (Big Ten),FX,1000.0
Jessica Naranjo,North Carolina (ACC),FX,1000.0
Jillian Silvers,Arizona (Big 12),FX,1000.0
Jojo Warga,Ohio State (Big Ten),FX,1000.0
Jordyn Lyden,Minnesota (Big Ten),FX,1000.0
Jordyn Paradise,Alabama (SEC),FX,1000.0
Josephine Kogler,Maryland (Big Ten),FX,1000.0
Julianna Weeks,Arkansas (SEC),FX,1000.0
Kaetlyn Tenesch,BYU (Big 12),FX,1000.0
Kaia Tanskanen,Missouri (SEC),FX,1000.0
Kaila Lawrence,Kentucky (SEC),FX,1000.0
Kailee Adomaites,NC State (ACC),FX,1000.0
Kaliya Lincoln,LSU (SEC),FX,1000.0
Karis German,Alabama (SEC),FX,1000.0
Kasey Burke,George Washington (Atlantic 10 Conference),FX,1000.0
Kate Bryant,Clemson (ACC),FX,1000.0
Kate Parks,Ohio State (Big Ten),FX,1000.0
Katie Harper,NC State (ACC),FX,1000.0
Katie Sawyer,Michigan State (Big Ten),FX,1000.0
Kayla Lee,Arizona State (Big 12),FX,1000.0
Kayla Pardue,Southern Utah (WAC),FX,1000.0
Keeley Smith,Rutgers (Big Ten),FX,1000.0
Keira Wells,Oklahoma (SEC),FX,1000.0
Kelsey Lee,Georgia (SEC),FX,1000.0
Kendall Abney,Michigan State (Big Ten),FX,1000.0
Kendall Landry,Minnesota (Big Ten),FX,1000.0
Kendall McGuire,Southern Utah (WAC),FX,1000.0
Kennedy Brown,Illinois (Big Ten),FX,1000.0
Kerrington Baham,Ohio State (Big Ten),FX,1000.0
Kielyn McCright,Clemson (ACC),FX,1000.0
Kiley Rorich,Denver (Big 12),FX,1000.0
Kira Bolden,Washington (Big Ten),FX,1000.0
Kristin Lin,Washington (Big Ten),FX,1000.0
Kylie Coen,LSU (SEC),FX,1000.0
Kylie Minard,Missouri (SEC),FX,1000.0
Kyra Burns,Missouri (SEC),FX,1000.0
Lali Dekanoidze,North Carolina (ACC),FX,1000.0
Lauren Brendlinger,Maryland (Big Ten),FX,1000.0
Lauren Hollifield,Nebraska (Big Ten),FX,1000.0
Lauren Hsu,Michigan State (Big Ten),FX,1000.0
Lauren Letzsch,Oregon State (Pac-12),FX,1000.0
Lauren Thomas,Iowa State (Big 12),FX,1000.0
Layla Hammer,Maryland (Big Ten),FX,1000.0
Leah Miller,LSU (SEC),FX,1000.0
Levi Jung-Ruivivar,Stanford (ACC),FX,1000.0
Lexi Zeiss,LSU (SEC),FX,1000.0
Lilly Timmerman,Minnesota (Big Ten),FX,1000.0
Lilly Tubbs,Washington (Big Ten),FX,1000.0
Lily Bruce,Florida (SEC),FX,1000.0
Lily Kurrack,Clemson (ACC),FX,1000.0
Lindsay Bacheler,Maryland (Big Ten),FX,1000.0
Lisa Szeibert,Missouri (SEC),FX,1000.0
Logan Buckmon,Maryland (Big Ten),FX,1000.0
Lola Montevago,George Washington (Atlantic 10 Conference),FX,1000.0
Lucie Kirchner,Michigan (Big Ten),FX,1000.0
Lundyn VanderToolen,Utah State (Mountain West Conference),FX,1000.0
Mackenzie Kelly,Southern Utah (WAC),FX,1000.0
Macy Jennings,NC State (ACC),FX,1000.0
Maggie Holman,Clemson (ACC),FX,1000.0
Maisyn Rader,Ohio State (Big Ten),FX,1000.0
Makayla Green,Illinois (Big Ten),FX,1000.0
Mallory Gregory,Ohio State (Big Ten),FX,1000.0
Mara Titarsolej,Missouri (SEC),FX,1000.0
Maria Ferguson,Southern Utah (WAC),FX,1000.0
Marisa Fisher,Minnesota (Big Ten),FX,1000.0
Marissa Neal,Auburn (SEC),FX,1000.0
Mary Green,Ohio State (Big Ten),FX,1000.0
Mary McDonough,Washington (Big Ten),FX,1000.0
McClaine Daigle,Arizona State (Big 12),FX,1000.0
McKenna Carnesi,Washington (Big Ten),FX,1000.0
Megan Sapp,Illinois (Big Ten),FX,1000.0
Mia Erdoes,UCLA (Big Ten),FX,1000.0
Mia Heather,Oregon State (Pac-12),FX,1000.0
Mia Hebinck,Denver (Big 12),FX,1000.0
Miki Aderinto,California (ACC),FX,1000.0
Mila Brusch,Denver (Big 12),FX,1000.0
Molly Arnold,Clemson (ACC),FX,1000.0
Molly Peterson,Nebraska (Big Ten),FX,1000.0
Morgan Walsh,Minnesota (Big Ten),FX,1000.0
Mya North,Southern Utah (WAC),FX,1000.0
Natalia Pawlak,Alabama (SEC),FX,1000.0
Natalie Thomas,George Washington (Atlantic 10 Conference),FX,1000.0
Naya Howard,Georgia (SEC),FX,1000.0
Nicole King,Georgia (SEC),FX,1000.0
Nicollette Crochet,Maryland (Big Ten),FX,1000.0
Nina Laurito,Arizona State (Big 12),FX,1000.0
Noelle Ball,Boise State (Mountain West Conference),FX,1000.0
Olivia Buckner,Oregon State (Pac-12),FX,1000.0
Olivia Childs,Arizona (Big 12),FX,1000.0
Olivia Kennedy,Utah (Big 12),FX,1000.0
Olivia Oppegard,Washington (Big Ten),FX,1000.0
Olivia VanHorn,University of Pennsylvania (Ivy League),FX,1000.0
Olivia Yarussi,Penn State (Big Ten),FX,1000.0
Olivia Zsarmani,Michigan State (Big Ten),FX,1000.0
Ondine Achampong,California (ACC),FX,1000.0
Paige Anastasi,UCLA (Big Ten),FX,1000.0
Paige Zancan,Auburn (SEC),FX,1000.0
Paityn Walker,Alabama (SEC),FX,1000.0
Porsche Trinidad,Stanford (ACC),FX,1000.0
Quinn Kuhl,Clemson (ACC),FX,1000.0
Rachel Rybicki,Alabama (SEC),FX,1000.0
Railey Jackson,Missouri (SEC),FX,1000.0
Reese Baechle,Nebraska (Big Ten),FX,1000.0
Reese Baker,Nebraska (Big Ten),FX,1000.0
Reese Drotar,Arkansas (SEC),FX,1000.0
Reese Wilson,Iowa (Big Ten),FX,1000.0
Riley Maness,West Virginia (Big 12),FX,1000.0
Riley McCusker,Florida (SEC),FX,1000.0
Ryan Noonan,Kentucky (SEC),FX,1000.0
Rylee Miller,Southern Utah (WAC),FX,1000.0
Sadie Smith,Arkansas (SEC),FX,1000.0
Sage Kellerman,Michigan State (Big Ten),FX,1000.0
Sage Melkonian,California (ACC),FX,1000.0
Sage Paladino,Southern Utah (WAC),FX,1000.0
Samara Buchanan,Ohio State (Big Ten),FX,1000.0
Sara Hubbard,Auburn (SEC),FX,1000.0
Sarah Krump,Utah (Big 12),FX,1000.0
Sarah Moraw,Minnesota (Big Ten),FX,1000.0
Sarah Saville,Maryland (Big Ten),FX,1000.0
Shani Sirota,Maryland (Big Ten),FX,1000.0
Sharon Lee,Kentucky (SEC),FX,1000.0
Sierra Church,Clemson (ACC),FX,1000.0
Sierra Kondo,Maryland (Big Ten),FX,1000.0
Skye Blakely,Florida (SEC),FX,1000.0
Skylar Killough-Wilhelm,Kentucky (SEC),FX,1000.0
Sloane Blakely,Florida (SEC),FX,1000.0
Sophia Greaves,Auburn (SEC),FX,1000.0
Sophia Maisel,Arizona (Big 12),FX,1000.0
Sophia Nguyen,Minnesota (Big Ten),FX,1000.0
Sophia Stephens,Arizona (Big 12),FX,1000.0
Sophie Derr,Arizona (Big 12),FX,1000.0
Sophie Swartzmiller,Minnesota (Big Ten),FX,1000.0
Stephanie Lebster,Michigan State (Big Ten),FX,1000.0
Sydney Barros,UCLA (Big Ten),FX,1000.0
Sydney Schumaker,Auburn (SEC),FX,1000.0
Sydney Turner,Iowa (Big Ten),FX,1000.0
Sydney Wilke,Illinois (Big Ten),FX,1000.0
Syniya Thomas,NC State (ACC),FX,1000.0
Takoda Berry,Clemson (ACC),FX,1000.0
Tara Walsh,Clemson (ACC),FX,1000.0
Tasha Brozowski,Maryland (Big Ten),FX,1000.0
Taylor DeVries,Oregon State (Pac-12),FX,1000.0
Taylor Russon,Washington (Big Ten),FX,1000.0
Teagan White,Arizona (Big 12),FX,1000.0
Temple Landry,Stanford (ACC),FX,1000.0
Tirzah Wise,Arizona (Big 12),FX,1000.0
Tori Tatum,LSU (SEC),FX,1000.0
Trinity Brown,Clemson (ACC),FX,1000.0
Trinity Webb,Clemson (ACC),FX,1000.0
Trista Goodman,Southern Utah (WAC),FX,1000.0
Ui Soma,Stanford (ACC),FX,1000.0
Victoria Gatzendorfer,Maryland (Big Ten),FX,1000.0
Victoria Roberts,LSU (SEC),FX,1000.0
Zoe Miller,LSU (SEC),FX,1000.0
Zoe Safran,George Washington (Atlantic 10 Conference),FX,1000.0
Zora Morgan,Georgia (SEC),FX,1000.0
